,inner_title,inner_link,inner_image,min_number,min_price,min_content
40,艾柏迪21年單一純麥威士忌700ml,https://www.609.com.tw/Product/1106134,https://www.609.com.tw/Images/11威士忌/艾柏迪21年.jpg,1106134,"NT$5,100/瓶",Aberfeldy艾柏迪酒廠創立於1896年，位於柏斯郡地區歷史與地理的中心，在這片美麗草原上，流經清澈純淨的皮提里河，空氣中洋溢著石楠花與樺木的清香，還有滿佈金黃麥穗的麥田，形成人與自然和諧共處、豐富細膩的生態寫照。1898年起，艾柏迪酒廠以獨有的4個造型與尺寸獨特的蒸餾器，讓酒品散發出甜美果香風味的大型傳統西伯利亞落葉松發酵槽，佐以釀酒師百年相傳的純熟傳統技術，淬煉出舉世無雙的艾柏迪單一純麥威士忌。第一年產量即達一萬公升，除了兩次世界大戰期間因為大麥短缺而短暫關閉數年，以及1930年代停產一段時間外，從1898年至今，艾柏迪酒廠持續釀製品質卓越的單一麥芽威士忌。艾柏迪酒廠的結構大致維持不變， 70年代初，酒廠增設第二組銅鍋蒸餾器，酒廠局部使用原建物的石塊重建。多年來，酒廠不斷擴建及更新設備，酒廠的訪客中心，展示蘇格蘭最傑出、最具聲望的威士忌家族悠久的釀酒歷史。年份悠久的艾柏迪21年單一純麥威士忌，帶有橙皮與烘培椰子甘味，口感豐富，具有悠長、強勁的辛香餘味。其獨特的石楠花甘味將其尊貴及深度張顯得淋漓盡致，更為此款21年單一純麥蘇格蘭威士忌贏得無數激賞，包含已連續三年獲得Monde Selection世界酒類食品品質評鑑大會金牌獎。威士忌大師Jim Murray在威士忌雜誌的評論道盡艾柏迪單一純麥威士忌的珍貴與獨特，他說：「最能展現單一純麥的豐富口感與內涵，非艾柏迪Aberfeldy莫屬，第一次品酌就予人未曾發現的驚豔，餘味深長、久久不能忘懷」。色澤：深琥珀色香氣：豐富的蜜糖味跟隨著花香與乾果香，橡木桶的木質味令人沉醉口感：飽滿的滑順口感，蘇格蘭蜂蜜的香甜與豐富的橙皮香滿溢於口中，隨即而來的奶油香、香草及橡木風味帶來滑順的平衡口感。尾韻：層次豐富又深長圓潤的餘味2008年IWSC國際葡萄酒暨烈酒大賽獲得銀牌2008年Jim Murray威士忌聖經評比為86分高分2014年WWA金牌World Whiskies Awards 2014：Best Highland Single Malt
41,艾柏迪16年單一純麥威士忌700ml,https://www.609.com.tw/Product/110816,https://www.609.com.tw/Images/11威士忌/艾柏迪16年.jpg,110816,"NT$1,530/瓶",John Alexander和Tommy Dewar在1898年創立的艾柏迪，如今已成為博斯郡碩果僅存的蒸餾廠之一，令人稱道的試酒廠所在的博斯郡，就在他們的父親John Dewar出生地不遠處。艾柏迪的天獨厚的水質來自於附近的Pitilie Burn河，富含豐富礦物質甚至含有微量的黃金元素。因此附近的人稱為黃金甘泉。隸屬於全球知名烈酒集團百家得，John Dewar Sons將推出艾柏迪16年系列。完全由Oloroso雪莉桶陳年，經由艾柏迪專屬的70小時的長時間發酵工藝，生成的脂類賦予威士忌濃郁的果香。香氣:優先聞到葡萄乾和肉桂的香氣，後來是奶油、焦糖和蘋果，最後是淡淡的麥芽花香口感:圓潤醇厚，起先是蘋果，中半段是蜂蜜吐司，後面是生薑尾韻:糯果皮和橡木桶的香氣
42,艾柏迪16年單一純麥威士忌1000ml,https://www.609.com.tw/Product/112083,https://www.609.com.tw/Images/11威士忌/艾柏迪161l.jpg,112083,"NT$1,999/瓶",John Alexander和Tommy Dewar在1898年創立的艾柏迪，如今已成為博斯郡碩果僅存的蒸餾廠之一，令人稱道的試酒廠所在的博斯郡，就在他們的父親John Dewar出生地不遠處。艾柏迪的天獨厚的水質來自於附近的Pitilie Burn河，富含豐富礦物質甚至含有微量的黃金元素。因此附近的人稱為黃金甘泉。隸屬於全球知名烈酒集團百家得，John Dewar Sons將推出艾柏迪16年系列。完全由Oloroso雪莉桶陳年，經由艾柏迪專屬的70小時的長時間發酵工藝，生成的脂類賦予威士忌濃郁的果香。香氣:優先聞到葡萄乾和肉桂的香氣，後來是奶油、焦糖和蘋果，最後是淡淡的麥芽花香口感:圓潤醇厚，起先是蘋果，中半段是蜂蜜吐司，後面是生薑尾韻:糯果皮和橡木桶的香氣
43,艾柏迪15年過雪莉桶特仕版單一純麥威士忌700ml,https://www.609.com.tw/Product/112084,https://www.609.com.tw/Images/11威士忌/艾柏迪15年.jpg,112084,"NT$1,999/瓶",Aberfeldy艾柏迪酒廠創立於1896年，位於柏斯郡地區歷史與地理的中心，在這片美麗草原上，流經清澈純淨的皮提里河，空氣中洋溢著石楠花與樺木的清香，還有滿佈金黃麥穗的麥田，形成人與自然和諧共處、豐富細膩的生態寫照。1898年起，艾柏迪酒廠以獨有的4個造型與尺寸獨特的蒸餾器，讓酒品散發出甜美果香風味的大型傳統西伯利亞落葉松發酵槽，佐以釀酒師百年相傳的純熟傳統技術，淬煉出舉世無雙的艾柏迪單一純麥威士忌。第一年產量即達一萬公升，除了兩次世界大戰期間因為大麥短缺而短暫關閉數年，以及1930年代停產一段時間外，從1898年至今，艾柏迪酒廠持續釀製品質卓越的單一麥芽威士忌。艾柏迪酒廠的結構大致維持不變， 70年代初，酒廠增設第二組銅鍋蒸餾器，酒廠局部使用原建物的石塊重建。多年來，酒廠不斷擴建及更新設備，酒廠的訪客中心，展示蘇格蘭最傑出、最具聲望的威士忌家族悠久的釀酒歷史。這個來自艾柏迪酒廠的限量版威士忌是單一純麥威士忌，已在波本威士忌酒桶中陳化了15年。然後將威士忌在波美侯酒桶中陳化5個月。波美侯（Pomerol）是一種以其濃烈和濃郁的風味而聞名的葡萄酒。為這些波爾多酒桶增添了成熟水果（櫻桃，杏子）的香氣。香氣:紅色漿果淡蜂蜜，草香，甜味，淡麥芽，淡焦糖口感:蘋果蜜餞，蜂蜜和巧克力。逐漸地，香料和橡木變得突出。餘韻: 中長，略帶甜味，酸漿果，可可粉
44,克里尼利基14年單一純麥威士忌700ml,https://www.609.com.tw/Product/110199097,https://www.609.com.tw/Images/11威士忌/克里尼利基14年.jpg,110199097,"NT$1,299/瓶",1819年，位於高地區的北部，Sutherland的第一位公爵在當地創建了克里尼利基蒸餾廠，一開始是為了提供威士忌給當地使用以代替走私。後來在1896年被名為James Ainslie & Heilbron的調和威士忌廠買下並且重建。1967年在原址對面蓋起了新的克里尼利基蒸餾廠並在1969年完工。而舊的克里尼利基改名為Brora。Brora在1819年被買下並成為酒界巨人Diageo的子公司。1983年變成克里尼利基的倉庫和遊樂中心。克里尼利基至今還是有很大的產量。酒廠風格多為華麗、有層次的花果香氣和有如蠟油的奶油口感。比起其他蘇格蘭本島威士忌要更像島嶼風格一些，酒體並不偏重但是相當美味易飲，大師查爾斯o麥克林(Charles姆 MacLean)稱讚這是支雄壯的威士忌，平順的口感與綿長的尾韻得益於長達14年的熟成，2005年時獲得了國際烈酒與葡萄酒大賽的金牌。 色澤:金黃色。香氣:淡蠟燭味，糖，微弱的花香。稀釋後出現燻香蠟燭感，海灘上的乾燥花般的聯想，知後出現紅糖。平順而中等感覺。酒體:間實，輕到中。口感:愉悅的奶油口感，整體來說相當多海岸的聯想。尾韻:有些鹹味，乾澀，吸引人，些微苦味。 餐酒搭配：輕而帶甜味的花香很適合搭配魚、芥末半生熟鮪魚片、鹽烤沙丁魚、裹粉輕煎鯡魚卵、印度燴飯與砂鍋蝦。也很適合搭配加上焦糖青蘋果的法式白香腸。
45,權力遊戲-克里尼利基高地精選珍藏單一純麥威士忌700ml,https://www.609.com.tw/Product/111464,https://www.609.com.tw/Images/11威士忌/權力遊戲-克里尼利基.jpg,111464,"NT$2,699/瓶",克里尼利基 (Clynelish) 為蘇格蘭北部高地的經典代表作，酒廠坐落於綠色草原、綿延起伏的丘陵間，並臨近海岸，如同提利爾家族 (House Tyrell) 所統治的高庭河灣地 (Highgarden) 般豐饒，其產出的酒體以輕盈和花香顯著，帶有海洋特質，島嶼風味顯著，整體口感順暢而多變，複雜風味絕佳。提利爾家族的領地河灣地（Reach），是個物產豐裕的地區。配上它的Clynelish酒廠，同樣位處一片翠綠的山巒，兼可眺望北海風景。來自它的威士忌，味道較輕柔兼帶花香。色澤：淡金色香氣：新鮮的熱帶水果如木瓜和芒果，慢慢沉澱成豐富的奶油香草味。口感：精緻的甜美海洋元素與微妙的淡淡花香精華相互作用，建立在溫暖的口感上，透露在口中留下的標誌性甜蜜蠟質。
46,雅柏艾雷10年(阿貝)單一純麥威士忌700ml,https://www.609.com.tw/Product/110129,https://www.609.com.tw/images/11威士忌/阿貝10年700ml.jpg,110129,"NT$1,148/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。色澤:混濁色香氣:香氣飽滿而平衡，全力放送太妃糖、巧克力、肉桂和香料的絕美組合，逐而綻放新鮮柑橘和花卉的花果香氣，甜瓜、洋梨、奶油、燻烤桃木和咖啡的餘韻，伴隨海洋風味在後段層層交疊酒體:重度酒體口感:細緻的泥煤味、古巴哈瓦那雪茄的香氣、濃縮咖啡的餘韻，烘托出蜜糖和甘草般的香甜口感，口感清新溫和，品嘗嘗味之後，口中生津，風味飽滿 尾韻:餘韻悠長並帶有香甜的乾果氣息，細緻的泥煤味和麥穀般的大地香氣，留在味蕾，久久不散
47,雅柏艾雷漩渦Corryvreckan單一純麥威士忌700ml,https://www.609.com.tw/Product/110131,https://www.609.com.tw/Images/11威士忌/阿貝漩渦.jpg,110131,"NT$1,999/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。Corryvreckan是歐洲最大，也是全球第二大漩渦。他位於艾雷島與吉拉島附近的海布里群島，靠近蘇格蘭西岸。在賽爾提克神話與傳說中非常著名，瀰漫著原始、富有吸引力的力量，回應著雅柏的強大而桀傲不馴的氣質，是所有艾雷島威士忌中最富有泥煤味、煙燻味與最繁複的威士忌。品牌總監漢米托瑞補充說，「我們在2008年釋出5000瓶Corryvreckan供預飲，在我們忠實的酒迷俱樂部，獲得了熱烈迴響。他們強大而正面的回應帶給我們鼓舞，決定將Corryvreckan加入成為雅柏系列中一支酒款。」色澤:深邃的琥珀色香氣:誘人感官的、綿密、強大的。輕搖酒杯，深吸一口，沉浸入焦油與木餾油的漩渦。當你臣服於這股力量，蔓延而上的是如蠟般黑巧克力、黑醋栗與黑砂糖的碰撞，緊接著梅、櫻桃和帶有大地氣息的赤松味。加了水，以辣胡椒抹過的牛排表現，襯有煙燻培根、丁香和藍莓。一股混著糖蜜、薄荷腦和辣醬的令人暈醉的芬芳湧現。酒體:中度酒體口感:第一口是深邃的、帶胡椒口感與如海藻般的爽脆與嚼勁，在浸淫的更深，便有充盈了滿口的濃縮咖啡味，馥郁的深色果香與八角香瀰漫著 尾韻:悠長、深邃、強大的力道持久不散，尾韻富有黑焦糖咖啡、裏果櫻桃的黑巧克力和黑胡椒的回甘，所帶來的神秘與大膽旅程的記憶，縈繞不去。
48,雅柏艾雷十字軍Kildalton單一純麥威士忌,https://www.609.com.tw/Product/1101313,https://www.609.com.tw/Images/11威士忌/阿貝十字架.jpg,1101313,"NT$13,999/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。香氣：頗為圓潤，有著清楚的煤炭味及泥般的煙味，但也有甜味及些微的香草味伴隨著，使其聞起來更為溫和，隱約帶有杏仁乾的味道，後面有著薄荷與檸檬所組合的氣味，溫和的皮革味也有非常細微的花香味口感：頗為溫和且滑膩，有著同樣如餅乾般的甜味，接著會迅速轉變成更帶有煙味及煤炭味，帶有一些炭油皂及泥土般的氣味，在強烈的甜味出現前有一些藥草的氣味，甜味為帶有香草醬的焦糖及牛奶味道尾韻：更甜，帶有醃魚味，甘草及柔和的藥草味
49,雅柏艾雷二十多年概念系列-22年單一純麥威士忌,https://www.609.com.tw/Product/11013134,https://www.609.com.tw/Images/11威士忌/阿貝22年.jpg,11013134,"NT$29,999/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。這是來自雅柏的一款限量版22年單一純麥威士忌。一個特別值得注意的酒款，是在1996年，當雅柏受到拆除威脅時被提煉出來的。這是使用雅柏酒廠舊設備蒸餾的最後一批的原酒之一。香氣：石灰甘露，橘子果醬和糕點，含有一些精緻的煙燻，並與香草和丁香的香氣結合。口感：太妃糖，勾兌出黑巧克力和黑胡椒，並有很多黑色果實的滋味。還帶點醃製肉品和少許鹹度。尾韻：悠長而甘甜，帶有淡淡的回甘煙燻。                            
50,雅柏艾雷烏嘎爹Uigeadail單一純麥威士忌700ml,https://www.609.com.tw/Product/110132,https://www.609.com.tw/Images/11威士忌/阿貝UIG.jpg,110132,"NT$1,799/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。色澤:透明的琥珀色香氣:海風、泥煤、藻味、乳脂、香草、堅果。口感:第一口乳脂味湧現，接湧而來的是泥煤、香草、堅果、奶油爆米花、柑橘的深邃感尾韻:由淺至深，烤麵包及柑橘味。
51,雅柏艾雷暗灣Dark Cove單一純麥威士忌700ml,https://www.609.com.tw/Product/1101321,https://www.609.com.tw/Images/11威士忌/阿貝dark-cove.jpg,1101321,"NT$5,500/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。蘇格蘭威士忌的艾雷島產區，以生產充滿濃烈泥煤煙燻與海鹽氣息的威士忌聞名，每年5月的最後一個星期都會舉辦艾雷島嘉年華彰顯蘇格蘭人對威士忌的狂熱，而此嘉年華也是全球愛好泥煤味威士忌迷每年必參與膜拜之盛事。以最具泥煤強度聞名的Ardbeg當然不遑多讓，號召全球一同舉辦Ardbeg Day，邀請熱愛重度泥煤煙燻味的全球Ardbeg粉絲，感受泥煤狂野體驗。2016年Ardbeg Night於蘇格蘭艾雷島、美國、澳洲、加拿大、丹麥、芬蘭、法國、德國、義大利、日本及台灣等21個國家一同起跑。台灣場次北海岸龍洞現場，粗礦的岩石上刷洗出Ardbeg字樣，具有標誌性的藍色屋頂及白色建築體的Ardbeg酒廠也矗立現場，完整展現艾雷島上的Ardbeg景色。透過舞台上運酒纜車的啟動，將裝有Dark Cove限量酒款的木箱運送出去，為活動正式揭開序幕。Ardbeg Dark Cove是為了慶祝Ardbeg Day所推出的限量酒款，使用珍稀的「黑雪莉」桶熟陳，並以經典的波本桶Ardbeg酒液混調而成，成就雅柏酒廠有史以來顏色最深的傳奇。Ardbeg Dark Cove為非冷凝過濾，酒精濃度為46.5%。香氣表現展現深色巧克力、蜜漬太妃糖、一點點火炬的暗示。香氣透露出一個秘密：波本桶熟陳的Ardbeg與在黑雪莉桶熟陳的Ardbeg，兩者的秘密相遇。胡椒香料與萊姆皮的暗示誘惑著你趕緊啜飲。燜燒的炭火與木臘的風味輕巧地掠過舌尖，並帶著葡萄乾、蜜棗以及薑的感覺從木焦油的深處浮現。一波波煙燻火腿與墨魚麵的迴響，燃起悠長又富有辛香料的餘韻。
52,雅柏艾雷超級新星Supernova2014版單一純麥威士忌,https://www.609.com.tw/Product/110547,https://www.609.com.tw/images/11威士忌/阿貝2014.jpg,110547,"NT$14,000/瓶",當2011年雅柏將威士忌送上外太空，這支實驗酒日前在萬眾期待下回到了地球同時，另一項令大家引領期盼的Ardbeg酒款也重回雅柏酒廠。為慶祝雅柏威士忌「太空陳釀實驗」計畫成功返抵地球，雅柏酒廠特別推出Ardbeg Supernova 2014限量版，繼於2009及2010年推出第一版及第二版的Ardbeg Supernova，Ardbeg Supernova向來以最重泥煤味受到全球Ardbeg粉絲瘋狂喜愛。今日，Ardbeg Supernova 2014限量款再度發表，維持著100ppm重度泥煤味，並加入於雪莉桶陳釀的酒液，為這款強烈的威士忌帶來與過往不同層次的細膩風味。Ardbeg Supernova 2014限量版擁有於雪莉桶陳年的酒液，擁有更多豐富層次，在強烈辛香料下，甜蜜口感卻更為提昇。綠松針葉的香氣、海風氣息及豐沛煙燻香味，柔順溫暖的引燃強烈胡椒薄荷與圍繞著藥水調性的泥煤煙燻味，綿延不?於無盡宇宙散發。Ardbeg Supernova 2014限量版酒精濃度為55%。
53,雅柏艾雷足球Auriverdes單一純麥威士忌700ml,https://www.609.com.tw/Product/110582,https://www.609.com.tw/images/11威士忌/阿貝aur.jpg,110582,"NT$7,200/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。2014年限量酒款「Auriverdes」之名，來自於巴西當地葡萄牙語，以雅柏酒瓶上透出的威士忌金色色澤auri (代表金色)及雅柏指標性的綠色酒瓶verde (代表綠色)所組合而成；同時，Auriverdes也正是今夏世足盃主辦國巴西國家足球代表隊的暱稱。陳釀於美國白橡木桶中、採全新橡木桶烘烤技術，桶蓋部分以特殊炙烤方式處理，為酒液帶來摩卡咖啡風味迴繞交織奶蜜的香草氣息。雅柏酒廠及總製酒師Dr. Bill Lumsden提到：「雅柏Auriverdes擁有爆炸般的口感，透露著咖啡渣、甘草糖、楓糖煙燻火腿、麥芽、烘烤餅乾與白胡椒的繁複風味，美味的甜蜜和鹹香達成了美好平衡。」色澤:深邃的琥珀色香氣:焦糖和草本氣息，迴繞ˋ交織著些許摩卡咖啡香氣口感:研磨咖啡延續至煙燻蔬果味，楓糖燻製培根與熱煙熏鮭魚同時激盪於味蕾尾韻:煙燻香草味悠長、流連不去
54,雅柏艾雷永恆Perpetuum單一純麥威士忌700ml,https://www.609.com.tw/Product/110583,https://www.609.com.tw/images/11威士忌/雅柏艾雷Perpetuum.jpg,110583,"NT$4,999/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。為慶祝Ardbeg 200週年，雅柏同時推出200週年限量版－雅柏Perpetuum，展現雅柏堅韌不拔的精神。擁有全世界最重煙燻與泥煤等最佳繁複美味的單一麥芽威士忌品牌。雅柏Perpetuum含有非常陳年和年輕的Ardbeg，擁有來自波本桶、質地絲滑酒液，同時也有來自雪莉桶、富有辛香味的酒液...還有一些透露著未來的全新驚喜口味。色澤:琥珀色香氣: 焦油、泥煤與松脂、黑巧克力、蜜糖和海浪氣息口感: 味道濃烈的泥煤煙燻味、奶油香草香和牛奶巧克力的氣息尾韻: 餘韻悠長，透有一絲絲亞麻籽油、來自雪莉桶的調性，以及木餾油和焦油的芬芳
55,雅柏艾雷Uigeadail單一純麥威士忌4500ml,https://www.609.com.tw/Product/110648,https://www.609.com.tw/images/11威士忌/阿貝UIG.jpg,110648,"NT$25,000/瓶","以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。典型年輕的Ardbeg,海風與泥煤一開始便迭忙衝出。隨後是狀況良好波本桶所醞釀而成的香氣,濃郁中透著清新。顏色：透明的琥珀色香氣：海風、泥煤、藻味、乳脂、香草、堅果。口感：第一口乳脂味湧現，接湧而來的是泥煤、香草、堅果、奶油爆米花、柑橘的深邃感餘韻 : 由淺至深，烤麵包及柑橘味。"
56,雅柏艾雷21年Twenty one限定版單一純麥威士忌,https://www.609.com.tw/Product/110834,https://www.609.com.tw/Images/11威士忌/阿貝21年.jpg,110834,"NT$19,999/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的雅柏酒廠，於1815年創立時即受到世界各地行家的欣賞，因為我們以艾雷島麥芽呈現出具泥煤和煙燻等最佳且最繁複美味。雅柏單一麥芽威士忌在所有艾雷島的麥芽威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的強度，而是以麥芽為主，讓麥芽甜味淡淡透出，所創造出的完美平衡口感。 在1980到1990年代，雅柏面臨了對未來的不確定，直到1997年為格蘭傑公司所收購，才改變了這個釀酒廠的命運。從那時起，這個釀酒廠歷經了浴火重生的過程，今日，雅柏已經建立起固定的死忠威士忌愛好者，抱著極大的熱情追隨它。 雅柏曾連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經（Whisky Bible）「全球年度威士忌」殊榮。 色澤:金黃色光澤香氣:展現柏油、雅柏冰淇淋以及胡椒組成的美好、華麗的香氣組合，加入水後則展現太妃糖、木質調的甜美及雅柏的煙燻、柏油焦香口感:強烈、胡椒與些許刺激的口感臣服於結合甘草、烘烤後裸麥麵包、奶油、木炭與薄荷的濃郁風味尾韻:帶有煤炭、洋茴香與煙燻的悠長風味。
57,雅柏艾雷An Oa單一純麥威士忌700ml,https://www.609.com.tw/Product/1108723,https://www.609.com.tw/Images/11威士忌/阿貝anoa.jpg,1108723,"NT$1,399/瓶","以「品質最佳的艾雷島麥芽威士忌」為傲的雅柏酒廠，於1815年創立時即受到世界各地行家的欣賞，因為我們以艾雷島麥芽呈現出具泥煤和煙燻等最佳且最繁複美味。雅柏單一麥芽威士忌在所有艾雷島的麥芽威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的強度，而是以麥芽為主，讓麥芽甜味淡淡透出，所創造出的完美平衡口感。 在1980到1990年代，雅柏面臨了對未來的不確定，直到1997年為格蘭傑公司所收購，才改變了這個釀酒廠的命運。從那時起，這個釀酒廠歷經了浴火重生的過程，今日，雅柏已經建立起固定的死忠威士忌愛好者，抱著極大的熱情追隨它。 雅柏曾連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經（Whisky Bible）「全球年度威士忌」殊榮。 自波本桶和雪莉桶釀造而出。使用了三種不同的橡木桶（包括新燒制的橡木桶,PX雪莉橡木以及波本威士忌橡木桶）進行長時間的熟化，酒液充分吸收了三種橡木桶中的精華，酒體非常的飽滿，口感圓潤。含有太妃糖,八角,香蕉集桃子果香，帶有柑橘,巧克力及蜂蜜的甜味，尾韻帶有持久的八角,山胡桃木餘韻。"
58,雅柏艾雷Grooves2017會員版單一純麥威士忌 ,https://www.609.com.tw/Product/1108724,https://www.609.com.tw/Images/11威士忌/阿貝GROOVES.jpg,1108724,"NT$12,800/瓶",以「品質最佳的艾雷島麥芽威士忌」為傲的阿貝，於1815年創立時即受到世界各地行家的欣賞，因為我們是以艾雷島麥芽呈現出具泥炭和煙燻等最佳風味的繁複美味。阿貝單一純麥威士忌在所有艾雷島上的純麥威士忌中，口感最細緻且豐富，其特點並不在於泥煤味的誇飾，而是以麥芽為主，讓麥芽甜味淡淡透出，創造完美的平衡口感。平衡就是關鍵，所有的艾雷島威士忌都很獨特，但只有阿貝單一麥芽威士忌能夠如此達到口感的和諧，而與其他酒廠有所區隔。阿貝產品更曾經連續三年獲選吉姆莫瑞（Jim Murray）威士忌聖經的年度威士忌殊榮。Ardbeg 酒廠受到上一代非傳統、與眾不同的生活方式及精神啟發所推出的Ardbeg Grooves，有著和過去雅柏單一麥芽威士忌不同的特殊製程。雅柏將蒸餾出來的新酒放入經過「再度炙燒的葡萄酒桶」中進行熟成。雅柏拿到來自葡萄牙的紅葡萄酒桶之後，先將酒桶清空，接著使用烈火再次炙燒木桶內部。通過烈火炙燒的酒桶會在木材表面形成深刻的凹槽，使得威士忌散發出煙燻香料、彷彿遠處營火與辣椒調味肉類的芳香。再調和經典雅柏於美國波本桶熟成的酒液，打造出今年獨一無二的限量版。而Grooves本身就是「溝槽」的意思。
